time_referencia,competicao,pais_competicao,data_jogo,time_casa,time_fora,jogo,resultado,formacao_casa,formacao_fora,titulares_casa,titulares_fora,substituicoes,gols,assistencias
PSG,Ligue 1,France,2025-11-22 20:05:00,Paris Saint-Germain,Le Havre,Paris Saint-Germain x Le Havre,3 x 0,4-3-3,4-1-3-2,Lucas Chevalier | Warren Zaïre-Emery | Ilya Zabarnyi | Lucas Beraldo | Nuno Mendes | Senny Mayulu | Vitinha | João Neves | Kang-in Lee | Gonçalo Ramos | Ibrahim Mbaye,Mory Diaw | Loic Négo | Arouna Sangante | Gautier Lloris | Yanis Zouaoui | Ayumu Seko | Abdoulaye Touré | Rassoul Ndiaye | Simon Ebonog | Issa Soumaré | Yassine Kechta,[FORA] 84' Younes Namli entrou no lugar de Loic Négo | [FORA] 84' Felix Mambimbi entrou no lugar de Rassoul Ndiaye | [FORA] 75' Fodé Doucouré entrou no lugar de Yassine Kechta | [CASA] 71' Khvicha Kvaratskhelia entrou no lugar de Senny Mayulu | [CASA] 71' Fabián Ruiz entrou no lugar de Vitinha | [CASA] 64' Quentin Ndjantou entrou no lugar de Gonçalo Ramos | [CASA] 64' Lucas Hernández entrou no lugar de Lucas Beraldo | [FORA] 58' Reda Khadra entrou no lugar de Abdoulaye Touré | [CASA] 55' Bradley Barcola entrou no lugar de Kang-in Lee,[CASA] 87' Bradley Barcola | [CASA] 65' João Neves | [CASA] 29' Kang-in Lee,[CASA] 87' Khvicha Kvaratskhelia -> Bradley Barcola | [CASA] 29' Nuno Mendes -> Kang-in Lee
PSG,Ligue 1,France,2025-11-09 19:45:00,Olympique Lyonnais,Paris Saint-Germain,Olympique Lyonnais x Paris Saint-Germain,2 x 3,4-2-3-1,4-3-3,Dominik Greif | Ruben Kluivert | Clinton Mata | Moussa Niakhaté | Nicolás Tagliafico | Tanner Tessmann | Tyler Morton | Ainsley Maitland-Niles | Khalis Merah | Afonso Moreira | Rachid Ghezzal,Lucas Chevalier | Warren Zaïre-Emery | Ilya Zabarnyi | Willian Pacho | Lucas Hernández | João Neves | Vitinha | Fabián Ruiz | Kang-in Lee | Senny Mayulu | Khvicha Kvaratskhelia,[CASA] 78' Corentin Tolisso entrou no lugar de Khalis Merah | [FORA] 74' Marquinhos entrou no lugar de Lucas Hernández | [FORA] 74' Gonçalo Ramos entrou no lugar de Khvicha Kvaratskhelia | [FORA] 74' Ibrahim Mbaye entrou no lugar de Fabián Ruiz | [FORA] 67' Quentin Ndjantou entrou no lugar de Senny Mayulu | [CASA] 64' Adam Karabec entrou no lugar de Rachid Ghezzal,[FORA] 90+5' João Neves | [CASA] 50' Ainsley Maitland-Niles | [FORA] 33' Khvicha Kvaratskhelia | [CASA] 30' Afonso Moreira | [FORA] 26' Warren Zaïre-Emery,[FORA] 90+5' Kang-in Lee -> João Neves | [CASA] 50' Tyler Morton -> Ainsley Maitland-Niles | [FORA] 33' Vitinha -> Khvicha Kvaratskhelia | [CASA] 30' Moussa Niakhaté -> Afonso Moreira | [FORA] 26' Vitinha -> Warren Zaïre-Emery
Arsenal,Premier League,England,2025-11-08 17:30:00,Sunderland,Arsenal,Sunderland x Arsenal,2 x 2,5-4-1,4-2-3-1,Robin Roefs | Trai Hume | Nordi Mukiele | Daniel Ballard | Lutsharel Geertruida | Reinildo Mandava | Bertrand Traoré | Granit Xhaka | Noah Sadiki | Enzo Le Fée | Wilson Isidor,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Martín Zubimendi | Declan Rice | Bukayo Saka | Eberechi Eze | Leandro Trossard | Mikel Merino,[FORA] 88' Cristhian Mosquera entrou no lugar de Eberechi Eze | [CASA] 87' Eliezer Mayenda entrou no lugar de Lutsharel Geertruida | [CASA] 64' Chemsdine Talbi entrou no lugar de Bertrand Traoré | [CASA] 64' Simon Adingra entrou no lugar de Enzo Le Fée | [CASA] 63' Brian Brobbey entrou no lugar de Wilson Isidor,[CASA] 90+4' Brian Brobbey | [FORA] 74' Leandro Trossard | [FORA] 54' Bukayo Saka | [CASA] 36' Daniel Ballard,[FORA] 74' Martín Zubimendi -> Leandro Trossard | [FORA] 54' Mikel Merino -> Bukayo Saka | [CASA] 36' Nordi Mukiele -> Daniel Ballard
PSG,UEFA Champions League,Europe,2025-11-04 20:00:00,Paris Saint-Germain,FC Bayern München,Paris Saint-Germain x FC Bayern München,1 x 2,4-3-3,4-2-3-1,Lucas Chevalier | Achraf Hakimi | Marquinhos | Willian Pacho | Nuno Mendes | Warren Zaïre-Emery | Vitinha | Fabián Ruiz | Bradley Barcola | Ousmane Dembélé | Khvicha Kvaratskhelia,Manuel Neuer | Konrad Laimer | Jonathan Tah | Dayot Upamecano | Josip Stanišić | Joshua Kimmich | Aleksandar Pavlović | Michael Olise | Serge Gnabry | Luis Díaz | Harry Kane,[FORA] 88' Leon Goretzka entrou no lugar de Harry Kane | [FORA] 81' Kim Min-jae entrou no lugar de Michael Olise | [CASA] 66' João Neves entrou no lugar de Fabián Ruiz | [CASA] 66' Gonçalo Ramos entrou no lugar de Bradley Barcola | [FORA] 46' Tom Bischof entrou no lugar de Serge Gnabry | [CASA] 45' Senny Mayulu entrou no lugar de Achraf Hakimi | [CASA] 25' Kang-in Lee entrou no lugar de Ousmane Dembélé,[CASA] 74' João Neves | [FORA] 32' Luis Díaz | [FORA] 4' Luis Díaz,
Arsenal,UEFA Champions League,Europe,2025-11-04 17:45:00,SK Slavia Praha,Arsenal,SK Slavia Praha x Arsenal,0 x 3,3-4-3,4-3-3,Jakub Markovič | Tomáš Vlček | Štěpán Chaloupek | David Zima | David Moses | Christos Zafeiris | Michal Sadílek | Youssoupha Mbodji | Lukáš Provod | Tomáš Chorý | Youssoupha Sanyang,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Piero Hincapié | Ethan Nwaneri | Christian Nørgaard | Declan Rice | Bukayo Saka | Mikel Merino | Leandro Trossard,[FORA] 81' Andre Harriman-Annous entrou no lugar de Declan Rice | [CASA] 74' Vasil Kušej entrou no lugar de Youssoupha Sanyang | [CASA] 74' Daiki Hashioka entrou no lugar de David Moses | [FORA] 73' Ben White entrou no lugar de Jurriën Timber | [FORA] 73' Myles Lewis-Skelly entrou no lugar de Piero Hincapié | [FORA] 72' Max Dowman entrou no lugar de Leandro Trossard | [CASA] 70' David Douděra entrou no lugar de Tomáš Vlček | [CASA] 70' Muhammed-Cham Saračević entrou no lugar de Christos Zafeiris | [FORA] 65' Eberechi Eze entrou no lugar de Ethan Nwaneri | [CASA] 49' Mojmír Chytil entrou no lugar de Tomáš Chorý,[FORA] 68' Mikel Merino | [FORA] 46' Mikel Merino | [FORA] 32' Bukayo Saka,[FORA] 68' Declan Rice -> Mikel Merino | [FORA] 46' Leandro Trossard -> Mikel Merino
PSG,Ligue 1,France,2025-11-01 16:00:00,Paris Saint-Germain,Nice,Paris Saint-Germain x Nice,1 x 0,4-3-3,5-4-1,Lucas Chevalier | Achraf Hakimi | Ilya Zabarnyi | Willian Pacho | Nuno Mendes | João Neves | Vitinha | Warren Zaïre-Emery | Khvicha Kvaratskhelia | Senny Mayulu | Bradley Barcola,Yehvann Diouf | Antoine Mendy | Abdulay Juma Bah | Kojo Peprah Oppong | Melvin Bard | Ali Abdi | Tiago Gouveia | Tom Louchet | Hicham Boudaoui | Morgan Sanson | Isak Jansson,[FORA] 84' Salis Abdul Samed entrou no lugar de Tom Louchet | [CASA] 72' Gonçalo Ramos entrou no lugar de Senny Mayulu | [CASA] 72' Ousmane Dembélé entrou no lugar de Warren Zaïre-Emery | [FORA] 72' Jérémie Boga entrou no lugar de Sofiane Diop | [FORA] 71' Charles Vanhoutte entrou no lugar de Morgan Sanson | [CASA] 66' Kang-in Lee entrou no lugar de Bradley Barcola | [CASA] 65' Fabián Ruiz entrou no lugar de João Neves | [FORA] 46' Sofiane Diop entrou no lugar de Isak Jansson,[CASA] 90+4' Gonçalo Ramos,[CASA] 90+4' Khvicha Kvaratskhelia -> Gonçalo Ramos
Arsenal,Premier League,England,2025-11-01 15:00:00,Burnley,Arsenal,Burnley x Arsenal,0 x 2,5-4-1,4-3-3,Martin Dúbravka | Kyle Walker | Josh Laurent | Axel Tuanzebe | Maxime Estève | Quilindschy Hartman | Lesley Ugochukwu | Josh Cullen | Florentino Luís | Jaidon Anthony | Zian Flemming,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Eberechi Eze | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,[FORA] 90' Myles Lewis-Skelly entrou no lugar de Leandro Trossard | [CASA] 82' Marcus Edwards entrou no lugar de Josh Cullen | [FORA] 77' Christian Nørgaard entrou no lugar de Martín Zubimendi | [CASA] 76' Hannibal Mejbri entrou no lugar de Josh Laurent | [CASA] 76' Armando Broja entrou no lugar de Zian Flemming | [FORA] 72' Piero Hincapié entrou no lugar de Riccardo Calafiori | [FORA] 72' Ethan Nwaneri entrou no lugar de Eberechi Eze | [CASA] 62' Loum Tchaouna entrou no lugar de Jaidon Anthony | [CASA] 62' Jacob Bruun Larsen entrou no lugar de Lesley Ugochukwu | [FORA] 46' Mikel Merino entrou no lugar de Viktor Gyökeres,[FORA] 35' Declan Rice | [FORA] 14' Viktor Gyökeres,[FORA] 35' Leandro Trossard -> Declan Rice | [FORA] 14' Gabriel Magalhães -> Viktor Gyökeres
Arsenal,EFL Cup,England,2025-10-29 19:45:00,Arsenal,Brighton & Hove Albion,Arsenal x Brighton & Hove Albion,2 x 0,4-3-3,5-4-1,Kepa Arrizabalaga | Ben White | Cristhian Mosquera | Piero Hincapié | Myles Lewis-Skelly | Ethan Nwaneri | Christian Nørgaard | Mikel Merino | Max Dowman | Andre Harriman-Annous | Eberechi Eze,Jason Steele | Ferdi Kadıoğlu | Diego Coppola | Jan Paul van Hecke | Olivier Boscagli | Maxim De Cuyper | Georginio Rutter | Carlos Baleba | Diego Gómez | Charalampos Kostoulas | Stefanos Tzimas,[CASA] 83' Leandro Trossard entrou no lugar de Eberechi Eze | [FORA] 78' Danny Welbeck entrou no lugar de Diego Coppola | [CASA] 77' Declan Rice entrou no lugar de Andre Harriman-Annous | [CASA] 71' Bukayo Saka entrou no lugar de Max Dowman | [CASA] 70' Jurriën Timber entrou no lugar de Ben White | [CASA] 70' Gabriel Magalhães entrou no lugar de Piero Hincapié | [FORA] 68' Tom Watson entrou no lugar de Diego Gómez | [FORA] 67' Yankuba Minteh entrou no lugar de Georginio Rutter | [FORA] 67' Mats Wieffer entrou no lugar de Maxim De Cuyper | [FORA] 46' Yasin Ayari entrou no lugar de Charalampos Kostoulas,[CASA] 76' Bukayo Saka | [CASA] 57' Ethan Nwaneri,[CASA] 57' Myles Lewis-Skelly -> Ethan Nwaneri
PSG,Ligue 1,France,2025-10-29 18:00:00,Lorient,Paris Saint-Germain,Lorient x Paris Saint-Germain,1 x 1,5-4-1,4-3-3,Yvon Mvogo | Joel Mugisha Mvuka | Igor Silva | Montassar Talbi | Darlin Yongwa | Arsène Kouassi | Karim Dermane | Laurent Abergel | Noah Cadiou | Pablo Pagis | Mohamed Bamba,Lucas Chevalier | Ilya Zabarnyi | Marquinhos | Lucas Beraldo | Nuno Mendes | Senny Mayulu | Warren Zaïre-Emery | Quentin Ndjantou | Ibrahim Mbaye | Ousmane Dembélé | Désiré Doué,[CASA] 90' Sambou Soumano entrou no lugar de Noah Cadiou | [CASA] 77' Théo Le Bris entrou no lugar de Joel Mugisha Mvuka | [FORA] 77' Gonçalo Ramos entrou no lugar de Warren Zaïre-Emery | [CASA] 69' Arthur Avom Ebong entrou no lugar de Karim Dermane | [CASA] 69' Aiyegun Tosin entrou no lugar de Mohamed Bamba | [CASA] 68' Jean Victor Makengo entrou no lugar de Pablo Pagis | [FORA] 63' Bradley Barcola entrou no lugar de Désiré Doué | [FORA] 61' Khvicha Kvaratskhelia entrou no lugar de Ousmane Dembélé | [FORA] 46' João Neves entrou no lugar de Quentin Ndjantou | [FORA] 46' Vitinha entrou no lugar de Ibrahim Mbaye,[CASA] 51' Igor Silva | [FORA] 49' Nuno Mendes,
Arsenal,Premier League,England,2025-10-26 14:00:00,Arsenal,Crystal Palace,Arsenal x Crystal Palace,1 x 0,4-3-3,3-4-2-1,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Eberechi Eze | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,Dean Henderson | Chris Richards | Maxence Lacroix | Marc Guéhi | Daniel Muñoz | Adam Wharton | Daichi Kamada | Tyrick Mitchell | Ismaïla Sarr | Yéremy Pino | Jean Philippe Mateta,[FORA] 90' Christantus Uche entrou no lugar de Daniel Muñoz | [FORA] 90' Borna Sosa entrou no lugar de Tyrick Mitchell | [FORA] 90' Jefferson Lerma entrou no lugar de Adam Wharton | [CASA] 88' Myles Lewis-Skelly entrou no lugar de Eberechi Eze | [CASA] 82' Mikel Merino entrou no lugar de Declan Rice | [CASA] 82' Piero Hincapié entrou no lugar de Riccardo Calafiori | [FORA] 74' Will Hughes entrou no lugar de Daichi Kamada | [CASA] 66' Gabriel Martinelli entrou no lugar de Bukayo Saka | [FORA] 59' Eddie Nketiah entrou no lugar de Yéremy Pino | [CASA] 46' Cristhian Mosquera entrou no lugar de William Saliba,[CASA] 39' Eberechi Eze,
PSG,Ligue 1,France,2025-10-25 15:00:00,Stade Brestois,Paris Saint-Germain,Stade Brestois x Paris Saint-Germain,0 x 3,4-2-3-1,4-3-3,Radosław Majecki | Kenny Lala | Michel Diaz | Soumaila Coulibaly | Bradley Locko | Joris Chotard | Hugo Magnetti | Eric Ebimbe | Romain Del Castillo | Pathé Mboup | Ludovic Ajorque,Lucas Chevalier | Achraf Hakimi | Ilya Zabarnyi | Willian Pacho | Lucas Hernández | Warren Zaïre-Emery | Vitinha | Kang-in Lee | Khvicha Kvaratskhelia | Senny Mayulu | Bradley Barcola,[CASA] 90' Luc Zogbé entrou no lugar de Romain Del Castillo | [FORA] 79' Quentin Ndjantou entrou no lugar de Senny Mayulu | [FORA] 79' Gonçalo Ramos entrou no lugar de Bradley Barcola | [CASA] 79' Daouda Guindo entrou no lugar de Bradley Locko | [CASA] 78' Hamidou Makalou entrou no lugar de Hugo Magnetti | [FORA] 70' Désiré Doué entrou no lugar de Khvicha Kvaratskhelia | [CASA] 67' Mama Baldé entrou no lugar de Pathé Mboup | [CASA] 67' Lucas Tousart entrou no lugar de Eric Ebimbe | [FORA] 67' Marquinhos entrou no lugar de Willian Pacho | [FORA] 67' Ousmane Dembélé entrou no lugar de Kang-in Lee,[FORA] 90+6' Désiré Doué | [FORA] 39' Achraf Hakimi | [FORA] 29' Achraf Hakimi,[FORA] 90+6' Warren Zaïre-Emery -> Désiré Doué | [FORA] 39' Khvicha Kvaratskhelia -> Achraf Hakimi | [FORA] 29' Vitinha -> Achraf Hakimi
Arsenal,UEFA Champions League,Europe,2025-10-21 19:00:00,Arsenal,Atlético Madrid,Arsenal x Atlético Madrid,4 x 0,4-3-3,4-4-2,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Myles Lewis-Skelly | Eberechi Eze | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Gabriel Martinelli,Jan Oblak | Marcos Llorente | Robin Le Normand | José María Giménez | Dávid Hancko | Giuliano Simeone | Pablo Barrios | Koke | Nicolás González | Julián Alvarez | Alexander Sørloth,[CASA] 83' Ben White entrou no lugar de Jurriën Timber | [CASA] 83' Mikel Merino entrou no lugar de Viktor Gyökeres | [CASA] 73' Christian Nørgaard entrou no lugar de Martín Zubimendi | [CASA] 73' Ethan Nwaneri entrou no lugar de Eberechi Eze | [CASA] 72' Cristhian Mosquera entrou no lugar de Gabriel Magalhães | [FORA] 72' Antoine Griezmann entrou no lugar de Giuliano Simeone | [FORA] 72' Thiago Almada entrou no lugar de Alexander Sørloth | [FORA] 63' Matteo Ruggeri entrou no lugar de Nicolás González | [FORA] 63' Alex Baena entrou no lugar de José María Giménez | [FORA] 63' Conor Gallagher entrou no lugar de Koke,[CASA] 70' Viktor Gyökeres | [CASA] 67' Viktor Gyökeres | [CASA] 64' Gabriel Martinelli | [CASA] 57' Gabriel Magalhães,[CASA] 70' Gabriel Magalhães -> Viktor Gyökeres | [CASA] 64' Myles Lewis-Skelly -> Gabriel Martinelli | [CASA] 57' Declan Rice -> Gabriel Magalhães
PSG,UEFA Champions League,Europe,2025-10-21 19:00:00,Bayer 04 Leverkusen,Paris Saint-Germain,Bayer 04 Leverkusen x Paris Saint-Germain,2 x 7,3-4-2-1,4-3-3,Mark Flekken | Robert Andrich | Loïc Badé | Edmond Tapsoba | Arthur | Ezequiel Fernández | Aleix García | Alejandro Grimaldo | Claudio Echeverri | Ernest Poku | Christian Kofane,Lucas Chevalier | Achraf Hakimi | Ilya Zabarnyi | Willian Pacho | Nuno Mendes | Warren Zaïre-Emery | Vitinha | Senny Mayulu | Khvicha Kvaratskhelia | Désiré Doué | Bradley Barcola,[CASA] 81' Jeremiah Mensah entrou no lugar de Ezequiel Fernández | [FORA] 76' Quentin Ndjantou entrou no lugar de Warren Zaïre-Emery | [FORA] 72' Ibrahim Mbaye entrou no lugar de Bradley Barcola | [CASA] 64' Eliesse Ben Seghir entrou no lugar de Ernest Poku | [FORA] 63' Kang-in Lee entrou no lugar de Senny Mayulu | [FORA] 63' Ousmane Dembélé entrou no lugar de Khvicha Kvaratskhelia | [CASA] 52' Jeanuël Belocian entrou no lugar de Christian Kofane | [FORA] 46' Lucas Hernández entrou no lugar de Désiré Doué | [CASA] 46' Ibrahim Maza entrou no lugar de Claudio Echeverri,[FORA] 90' Vitinha | [FORA] 66' Ousmane Dembélé | [CASA] 54' Aleix García | [FORA] 50' Nuno Mendes | [FORA] 45+3' Désiré Doué | [FORA] 44' Khvicha Kvaratskhelia | [FORA] 41' Désiré Doué | [CASA] 38' Aleix García | [FORA] 7' Willian Pacho,[FORA] 66' Bradley Barcola -> Ousmane Dembélé | [CASA] 54' Alejandro Grimaldo -> Aleix García | [FORA] 50' Vitinha -> Nuno Mendes | [FORA] 45+3' Achraf Hakimi -> Désiré Doué | [FORA] 41' Khvicha Kvaratskhelia -> Désiré Doué | [FORA] 7' Nuno Mendes -> Willian Pacho
Arsenal,Premier League,England,2025-10-18 16:30:00,Fulham,Arsenal,Fulham x Arsenal,0 x 1,4-2-3-1,4-3-3,Bernd Leno | Timothy Castagne | Joachim Andersen | Jorge Cuenca | Ryan Sessegnon | Sander Berge | Tom Cairney | Harry Wilson | Joshua King | Alex Iwobi | Raúl Jiménez,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Eberechi Eze | Martín Zubimendi | Declan Rice | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,[FORA] 90' Christian Nørgaard entrou no lugar de Viktor Gyökeres | [CASA] 82' Adama Traoré entrou no lugar de Harry Wilson | [CASA] 82' Calvin Bassey entrou no lugar de Jorge Cuenca | [FORA] 81' Gabriel Martinelli entrou no lugar de Leandro Trossard | [CASA] 64' Emile Smith Rowe entrou no lugar de Tom Cairney | [CASA] 63' Kevin entrou no lugar de Joshua King | [FORA] 62' Mikel Merino entrou no lugar de Eberechi Eze | [CASA] 42' Issa Diop entrou no lugar de Joachim Andersen,[FORA] 58' Leandro Trossard,[FORA] 58' Gabriel Magalhães -> Leandro Trossard
PSG,Ligue 1,France,2025-10-17 18:45:00,Paris Saint-Germain,RC Strasbourg,Paris Saint-Germain x RC Strasbourg,3 x 3,4-3-3,3-4-2-1,Lucas Chevalier | Senny Mayulu | Ilya Zabarnyi | Lucas Beraldo | Lucas Hernández | Kang-in Lee | Warren Zaïre-Emery | Désiré Doué | Ibrahim Mbaye | Gonçalo Ramos | Bradley Barcola,Mike Penders | Ismael Doukouré | Lucas Høgsberg | Ben Chilwell | Guéla Doué | Valentín Barco | Samir El Mourabet | Abdoul Ouattara | Julio Enciso | Diego Moreira | Joaquin Panichelli,[FORA] 90' Rafael Luis entrou no lugar de Ismael Doukouré | [CASA] 89' Nuno Mendes entrou no lugar de Senny Mayulu | [FORA] 73' Martial Godo entrou no lugar de Diego Moreira | [FORA] 65' Félix Lemaréchal entrou no lugar de Julio Enciso | [FORA] 65' Andrew Omobamidele entrou no lugar de Samir El Mourabet | [CASA] 61' Willian Pacho entrou no lugar de Lucas Beraldo | [CASA] 61' Khvicha Kvaratskhelia entrou no lugar de Bradley Barcola | [CASA] 61' Quentin Ndjantou entrou no lugar de Désiré Doué,[CASA] 79' Senny Mayulu | [CASA] 58' Gonçalo Ramos | [FORA] 49' Joaquin Panichelli | [FORA] 41' Diego Moreira | [FORA] 26' Joaquin Panichelli | [CASA] 6' Bradley Barcola,[FORA] 49' Diego Moreira -> Joaquin Panichelli | [FORA] 41' Valentín Barco -> Diego Moreira | [FORA] 26' Guéla Doué -> Joaquin Panichelli | [CASA] 6' Désiré Doué -> Bradley Barcola
PSG,Ligue 1,France,2025-10-05 18:45:00,Lille,Paris Saint-Germain,Lille x Paris Saint-Germain,1 x 1,4-3-3,4-3-3,Berke Özer | Thomas Meunier | Nathan Ngoy | Aïssa Mandi | Romain Perraud | Nabil Bentaleb | Ayyoub Bouaddi | Benjamin André | Hakon Arnar Haraldsson | Olivier Giroud | Matías Fernández-Pardo,Lucas Chevalier | Warren Zaïre-Emery | Lucas Beraldo | Willian Pacho | Lucas Hernández | Senny Mayulu | Kang-in Lee | Quentin Ndjantou | Ibrahim Mbaye | Gonçalo Ramos | Bradley Barcola,[CASA] 81' Ethan Mbappé entrou no lugar de Matías Fernández-Pardo | [CASA] 76' Hamza Igamane entrou no lugar de Olivier Giroud | [CASA] 76' Tiago Santos entrou no lugar de Thomas Meunier | [FORA] 68' Ilya Zabarnyi entrou no lugar de Lucas Hernández | [CASA] 66' Osame Sahraoui entrou no lugar de Nabil Bentaleb | [CASA] 66' Félix Correia entrou no lugar de Hakon Arnar Haraldsson | [FORA] 59' Achraf Hakimi entrou no lugar de Ibrahim Mbaye | [FORA] 59' Nuno Mendes entrou no lugar de Bradley Barcola | [FORA] 59' Vitinha entrou no lugar de Senny Mayulu,[CASA] 85' Ethan Mbappé | [FORA] 66' Nuno Mendes,[CASA] 85' Hamza Igamane -> Ethan Mbappé
Arsenal,Premier League,England,2025-10-04 14:00:00,Arsenal,West Ham United,Arsenal x West Ham United,2 x 0,4-3-3,4-1-4-1,David Raya | Jurriën Timber | William Saliba | Gabriel Magalhães | Riccardo Calafiori | Martin Ødegaard | Declan Rice | Eberechi Eze | Bukayo Saka | Viktor Gyökeres | Leandro Trossard,Alphonse Aréola | Aaron Wan-Bissaka | Konstantinos Mavropanos | Max Kilman | El Hadji Malick Diouf | Soungoutou Magassa | Jarrod Bowen | Lucas Paquetá | Mateus Fernandes | Crysencio Summerville | Niclas Füllkrug,[FORA] 79' Kyle Walker-Peters entrou no lugar de Aaron Wan-Bissaka | [CASA] 79' Gabriel Martinelli entrou no lugar de Eberechi Eze | [CASA] 79' Mikel Merino entrou no lugar de Declan Rice | [CASA] 75' Ethan Nwaneri entrou no lugar de Leandro Trossard | [CASA] 75' Myles Lewis-Skelly entrou no lugar de Riccardo Calafiori | [FORA] 61' Callum Marshall entrou no lugar de Niclas Füllkrug | [FORA] 61' Freddie Potts entrou no lugar de Soungoutou Magassa | [CASA] 30' Martín Zubimendi entrou no lugar de Martin Ødegaard,[CASA] 67' Bukayo Saka | [CASA] 38' Declan Rice,
Arsenal,UEFA Champions League,Europe,2025-10-01 19:00:00,Arsenal,Olympiacos FC,Arsenal x Olympiacos FC,2 x 0,4-3-3,4-2-3-1,David Raya | Ben White | William Saliba | Gabriel Magalhães | Myles Lewis-Skelly | Martin Ødegaard | Martín Zubimendi | Mikel Merino | Gabriel Martinelli | Viktor Gyökeres | Leandro Trossard,Konstantinos Tzolakis | Costinha | Panagiotis Retsos | Lorenzo Pirola | Francisco Ortega | Santiago Hezze | Dani García | Gelson Martins | Chiquinho | Daniel Podence | Ayoub El Kaabi,[FORA] 86' Giulian Biancone entrou no lugar de Panagiotis Retsos | [FORA] 86' Gabriel Strefezza entrou no lugar de Chiquinho | [FORA] 86' Christos Mouzakitis entrou no lugar de Santiago Hezze | [FORA] 75' Lorenzo Scipioni entrou no lugar de Dani García | [CASA] 75' Cristhian Mosquera entrou no lugar de Gabriel Magalhães | [CASA] 73' Bukayo Saka entrou no lugar de Leandro Trossard | [CASA] 73' Eberechi Eze entrou no lugar de Gabriel Martinelli | [FORA] 62' Mehdi Taremi entrou no lugar de Gelson Martins | [CASA] 58' Jurriën Timber entrou no lugar de Ben White | [CASA] 58' Declan Rice entrou no lugar de Mikel Merino,[CASA] 90+2' Bukayo Saka | [CASA] 12' Gabriel Martinelli,[CASA] 90+2' Martin Ødegaard -> Bukayo Saka
PSG,UEFA Champions League,Europe,2025-10-01 19:00:00,FC Barcelona,Paris Saint-Germain,FC Barcelona x Paris Saint-Germain,1 x 2,4-2-3-1,4-3-3,Wojciech Szczęsny | Jules Koundé | Eric García | Pau Cubarsí | Gerard Martín | Frenkie de Jong | Pedri | Lamine Yamal | Dani Olmo | Marcus Rashford | Ferran Torres,Lucas Chevalier | Achraf Hakimi | Ilya Zabarnyi | Willian Pacho | Nuno Mendes | Warren Zaïre-Emery | Vitinha | Fabián Ruiz | Ibrahim Mbaye | Senny Mayulu | Bradley Barcola,[CASA] 86' Andreas Christensen entrou no lugar de Eric García | [FORA] 80' Kang-in Lee entrou no lugar de Senny Mayulu | [FORA] 80' Quentin Ndjantou entrou no lugar de Bradley Barcola | [CASA] 79' Marc Bernal entrou no lugar de Pedri | [FORA] 72' Gonçalo Ramos entrou no lugar de Fabián Ruiz | [CASA] 72' Alejandro Balde entrou no lugar de Gerard Martín | [CASA] 72' Marc Casadó entrou no lugar de Dani Olmo | [CASA] 72' Robert Lewandowski entrou no lugar de Marcus Rashford | [FORA] 65' Lucas Hernández entrou no lugar de Ibrahim Mbaye,[FORA] 90' Gonçalo Ramos | [FORA] 38' Senny Mayulu | [CASA] 19' Ferran Torres,[FORA] 90' Achraf Hakimi -> Gonçalo Ramos | [FORA] 38' Nuno Mendes -> Senny Mayulu | [CASA] 19' Marcus Rashford -> Ferran Torres
Arsenal,Premier League,England,2025-09-28 15:30:00,Newcastle United,Arsenal,Newcastle United x Arsenal,1 x 2,4-3-3,4-2-3-1,Nick Pope | Tino Livramento | Malick Thiaw | Sven Botman | Dan Burn | Bruno Guimarães | Sandro Tonali | Joelinton | Jacob Murphy | Nick Woltemade | Anthony Gordon,David Raya | Jurriën Timber | Cristhian Mosquera | Gabriel Magalhães | Riccardo Calafiori | Martín Zubimendi | Declan Rice | Bukayo Saka | Eberechi Eze | Leandro Trossard | Viktor Gyökeres,[CASA] 90' Harvey Barnes entrou no lugar de Joelinton | [FORA] 88' Myles Lewis-Skelly entrou no lugar de Leandro Trossard | [FORA] 82' Martin Ødegaard entrou no lugar de Martín Zubimendi | [CASA] 77' Jamaal Lascelles entrou no lugar de Tino Livramento | [FORA] 70' Gabriel Martinelli entrou no lugar de Bukayo Saka | [FORA] 70' Mikel Merino entrou no lugar de Riccardo Calafiori | [CASA] 67' William Osula entrou no lugar de Nick Woltemade | [CASA] 67' Kieran Trippier entrou no lugar de Anthony Gordon | [CASA] 66' Anthony Elanga entrou no lugar de Jacob Murphy | [FORA] 46' William Saliba entrou no lugar de Cristhian Mosquera,[FORA] 90+6' Gabriel Magalhães | [FORA] 84' Mikel Merino | [CASA] 34' Nick Woltemade,[FORA] 90+6' Martin Ødegaard -> Gabriel Magalhães | [FORA] 84' Declan Rice -> Mikel Merino | [CASA] 34' Sandro Tonali -> Nick Woltemade
